age,sex,job,housing,saving_accounts,checking_account,credit_amount,duration,purpose,default,contract_dt,client_id
26,male,2,own,little,little,8229,36,car,1,2007-08-23 19:11:54,983
63,male,2,free,little,rich,781,10,car,0,2008-01-13 19:10:05,123
28,male,2,own,little,,2169,18,business,1,2008-01-16 03:28:16,861
32,female,1,own,moderate,little,1282,24,radio/TV,1,2008-05-19 06:04:20,15
27,male,2,own,moderate,moderate,1995,12,car,0,2007-05-18 06:47:54,553
34,female,2,own,little,little,1842,36,car,1,2008-04-14 07:26:31,446
28,male,2,rent,little,moderate,3617,12,furniture/equipment,0,2007-08-21 18:09:07,768
43,male,2,rent,little,little,2625,16,car,1,2008-04-06 17:15:18,900
22,female,2,own,moderate,little,741,12,domestic appliances,1,2007-10-23 10:59:50,610
42,male,2,free,little,little,5493,36,car,0,2008-04-22 18:50:55,501
37,male,2,own,little,,3535,36,car,0,2008-03-03 17:13:14,776
31,male,3,free,moderate,moderate,7582,48,vacation/others,0,2007-07-10 08:52:45,287
40,male,3,own,little,moderate,4297,18,furniture/equipment,1,2007-10-30 09:14:11,199
58,male,2,rent,little,moderate,15945,54,business,1,2007-08-04 20:10:36,95
34,male,2,own,little,moderate,2415,7,radio/TV,0,2008-06-10 16:13:51,28
28,female,3,own,little,,3349,36,furniture/equipment,1,2008-03-11 09:57:00,603
36,male,2,free,,moderate,2760,24,car,0,2007-05-27 08:24:55,198
27,female,2,own,little,little,343,6,domestic appliances,0,2007-11-11 12:50:49,458
32,male,3,free,little,,1505,18,radio/TV,0,2007-06-20 17:24:32,717
50,male,2,own,,,2390,12,car,0,2008-01-15 19:50:44,994
51,male,2,own,little,moderate,4771,11,radio/TV,0,2007-05-31 21:42:49,77
35,male,2,own,moderate,,2753,9,radio/TV,0,2008-05-09 08:19:49,688
46,male,3,own,,,2476,21,car,0,2008-01-16 20:22:34,712
34,female,2,own,rich,,1525,24,car,0,2008-06-18 20:55:56,327
39,male,2,own,little,,1473,18,radio/TV,0,2008-02-19 12:05:15,400
31,female,2,own,little,little,6758,48,radio/TV,1,2007-09-02 04:25:41,569
33,female,2,rent,little,little,3966,18,car,1,2008-02-13 07:12:52,826
26,female,2,rent,,little,2812,24,car,0,2007-08-08 19:59:40,770
28,female,2,own,moderate,,2073,12,radio/TV,0,2007-09-23 05:07:18,49
27,male,2,own,little,moderate,3652,21,business,0,2007-08-08 15:01:42,620
28,male,1,own,little,,2993,21,car,0,2008-06-01 18:28:27,841
45,male,2,own,little,little,2303,24,car,1,2008-05-21 03:04:08,652
21,female,2,own,,,886,12,radio/TV,0,2007-07-10 21:31:59,836
23,male,2,rent,little,rich,1297,12,radio/TV,0,2007-06-27 12:52:53,660
28,male,2,own,little,little,1108,12,repairs,1,2007-05-06 11:10:24,89
36,male,3,own,little,,1278,24,radio/TV,0,2007-05-09 14:03:37,904
26,male,2,own,little,little,3414,21,education,1,2008-05-01 16:43:44,174
20,male,2,rent,little,moderate,585,12,radio/TV,0,2008-02-02 22:31:47,513
25,female,2,own,little,,5771,30,radio/TV,0,2007-11-29 23:04:30,753
38,female,3,free,little,moderate,12976,18,car,1,2008-02-08 12:05:38,381
33,female,2,own,little,moderate,3244,18,furniture/equipment,0,2007-11-06 11:38:46,189
27,male,2,own,little,,1101,12,car,0,2007-08-08 03:35:37,820
39,male,2,own,little,little,2522,30,radio/TV,0,2008-01-27 21:17:35,239
41,female,3,rent,little,,3868,24,car,0,2008-04-23 20:00:01,121
24,male,2,own,little,,1800,18,radio/TV,0,2007-08-27 20:40:49,698
43,male,2,own,,,4042,24,car,0,2008-06-06 20:42:57,851
23,female,1,rent,moderate,moderate,841,12,business,0,2008-05-19 13:45:47,752
24,male,2,own,little,little,9629,36,car,1,2007-09-03 18:18:48,812
20,female,2,rent,quite rich,,2221,15,furniture/equipment,0,2007-07-28 14:41:53,865
35,male,2,own,moderate,,2141,12,radio/TV,0,2008-06-25 20:00:39,232
33,female,1,own,,moderate,3195,9,car,0,2008-02-14 00:24:38,909
32,male,2,own,little,little,1938,24,radio/TV,1,2007-05-20 11:20:10,321
43,female,1,own,little,,1459,15,radio/TV,0,2008-02-20 03:51:57,345
35,female,2,own,,little,1381,24,car,1,2007-08-01 03:20:11,414
47,male,3,own,little,moderate,1209,6,car,1,2007-05-03 10:29:01,485
24,male,1,own,little,little,2214,12,radio/TV,0,2007-11-06 15:09:47,762
41,male,2,rent,little,,1503,12,car,0,2007-11-30 00:59:12,532
23,female,2,rent,little,,2146,10,furniture/equipment,0,2007-11-03 17:01:41,372
35,male,3,rent,little,moderate,6948,36,car,0,2008-04-05 17:27:37,7
22,female,1,own,little,little,806,15,business,0,2007-11-10 07:00:10,573
49,female,2,own,little,moderate,1092,12,radio/TV,0,2007-05-01 08:41:46,288
24,female,2,rent,little,little,2124,18,furniture/equipment,1,2007-06-02 06:58:10,761
35,male,3,own,little,,2670,24,car,0,2008-04-17 14:53:42,453
34,male,1,free,moderate,moderate,3844,48,business,1,2008-04-17 21:45:21,191
48,male,1,own,little,moderate,1743,24,radio/TV,0,2008-04-13 13:36:06,989
20,male,2,own,moderate,little,674,12,radio/TV,1,2008-03-28 10:18:33,188
60,male,2,free,little,,2032,24,car,0,2007-07-19 02:59:31,541
23,female,2,own,moderate,,3488,24,car,0,2007-06-22 19:45:09,523
28,female,2,own,quite rich,,1376,24,radio/TV,0,2008-04-19 17:30:07,636
27,male,1,own,little,,802,14,car,0,2007-11-09 05:18:30,403
22,male,2,own,rich,moderate,1007,12,car,0,2007-07-17 12:33:24,67
58,female,1,own,little,little,385,12,radio/TV,0,2007-08-13 22:20:49,590
63,male,2,own,little,little,6836,60,business,1,2007-12-25 20:29:33,29
25,female,3,own,little,little,8065,36,education,1,2008-02-06 22:40:46,771
41,male,1,own,little,little,662,6,car,0,2007-11-21 14:31:30,529
26,female,2,own,quite rich,,1386,12,car,1,2008-01-02 17:25:03,647
32,female,3,own,little,moderate,18424,48,vacation/others,1,2007-12-21 01:36:29,915
45,female,2,own,little,moderate,2329,7,radio/TV,0,2007-09-04 12:42:27,600
37,male,3,own,quite rich,,12749,48,radio/TV,0,2007-09-17 03:19:41,921
41,male,1,rent,moderate,,1469,24,car,0,2007-08-21 14:53:04,100
39,male,3,free,little,little,3249,36,car,0,2008-06-18 02:26:36,392
39,male,2,free,little,little,10297,48,car,1,2007-08-26 05:39:47,927
33,male,2,own,little,,2051,18,radio/TV,0,2008-01-05 21:06:15,608
33,male,2,own,rich,,1543,6,furniture/equipment,0,2007-08-21 22:04:16,305
35,male,2,own,,moderate,2728,15,radio/TV,0,2008-04-09 16:38:33,138
27,male,2,own,little,moderate,1391,9,business,0,2008-04-04 11:44:47,60
32,female,2,rent,,little,1285,24,car,1,2007-11-03 19:15:44,755
34,female,3,own,little,moderate,1501,9,education,1,2007-07-18 22:04:00,195
47,male,1,own,little,little,731,8,car,0,2008-06-11 09:24:32,823
29,female,0,rent,little,little,1193,24,car,1,2008-03-06 22:55:51,972
26,male,2,rent,little,rich,2687,15,business,0,2007-10-08 15:59:07,512
41,female,1,rent,,,1244,9,education,0,2007-11-09 01:25:54,445
45,male,2,own,little,,10875,36,car,0,2008-03-16 19:14:36,854
42,male,2,own,little,little,3446,36,furniture/equipment,1,2008-05-12 08:15:21,368
37,female,2,own,rich,,1287,24,car,0,2008-04-23 07:28:22,437
36,male,3,own,quite rich,moderate,2366,12,car,0,2007-10-18 22:49:15,119
24,female,0,rent,,moderate,7472,12,car,0,2008-06-03 15:12:10,804
54,male,2,own,,,2255,24,car,0,2007-11-07 16:32:00,514
40,male,3,own,little,moderate,7374,18,furniture/equipment,0,2007-07-31 22:20:29,387
38,male,2,own,moderate,moderate,3512,24,car,0,2007-11-02 22:02:10,158
26,male,2,own,little,rich,4210,36,radio/TV,1,2008-01-13 10:17:44,230
27,male,2,own,little,moderate,2820,36,car,1,2008-06-18 03:26:37,578
36,female,2,own,little,,1028,18,car,0,2008-03-18 12:11:07,324
26,female,2,rent,little,little,3114,18,furniture/equipment,1,2008-06-06 20:08:14,475
38,male,2,own,little,,5954,30,radio/TV,0,2008-02-29 04:54:22,571
24,male,1,own,,little,3763,21,car,0,2007-05-27 20:24:22,906
27,female,2,own,little,little,2389,18,radio/TV,0,2007-10-15 09:23:54,866
46,male,1,rent,,,730,7,radio/TV,0,2008-02-17 15:19:37,71
44,male,2,own,quite rich,,1163,12,car,0,2007-05-31 22:45:27,484
27,female,2,rent,,little,2132,10,furniture/equipment,0,2008-04-24 05:50:51,117
30,male,3,own,quite rich,,2333,30,radio/TV,0,2007-05-05 01:25:39,40
20,female,2,rent,little,little,1282,12,furniture/equipment,1,2008-05-28 02:39:39,155
40,female,2,own,rich,moderate,1322,11,car,0,2007-11-14 02:55:59,875
24,male,2,own,little,rich,3016,12,radio/TV,0,2008-06-20 00:45:14,821
24,female,1,own,little,little,1228,12,car,1,2008-01-27 18:06:04,722
28,female,2,own,little,moderate,4221,30,business,0,2007-09-06 15:59:50,658
50,male,2,free,little,moderate,6224,48,education,1,2008-04-25 03:59:32,788
23,male,0,own,,moderate,14555,6,car,1,2008-03-30 12:45:07,236
26,male,2,own,,,2069,10,furniture/equipment,0,2007-08-18 04:05:05,24
47,male,1,own,little,little,1217,18,domestic appliances,1,2007-10-01 05:46:03,588
32,male,2,free,rich,moderate,1136,9,education,1,2007-05-31 09:21:46,349
34,male,2,own,rich,moderate,3496,30,furniture/equipment,0,2008-04-06 14:13:01,666
38,female,2,own,little,,1533,24,radio/TV,0,2007-10-01 00:15:31,267
36,male,2,rent,little,little,7297,60,business,1,2007-08-02 15:47:08,973
25,female,2,own,little,little,1835,21,radio/TV,1,2008-01-26 20:42:30,120
26,male,1,own,little,moderate,625,12,radio/TV,0,2007-11-08 22:49:21,220
43,male,2,own,little,moderate,4057,24,furniture/equipment,1,2008-01-27 04:04:17,884
24,female,2,own,little,,2788,15,furniture/equipment,0,2008-04-02 17:26:17,575
31,female,1,own,little,,1736,12,furniture/equipment,0,2007-12-30 13:29:15,995
44,female,1,own,little,moderate,760,8,radio/TV,0,2007-07-29 21:03:22,732
37,male,2,own,moderate,moderate,3878,24,car,0,2008-03-26 05:27:10,284
31,male,2,own,quite rich,,3430,24,radio/TV,0,2007-07-06 10:15:26,19
22,male,2,own,quite rich,little,2828,24,furniture/equipment,0,2007-09-28 08:48:44,605
30,male,2,own,moderate,moderate,5866,18,car,0,2007-07-28 03:19:22,32
29,female,3,own,little,,2679,24,car,0,2008-01-11 22:27:17,455
29,male,2,rent,little,little,11816,45,business,1,2008-06-12 14:41:52,832
40,male,1,own,little,moderate,1155,12,radio/TV,0,2007-06-18 05:11:00,765
50,male,2,own,little,,2241,21,furniture/equipment,0,2007-12-05 14:29:04,662
51,male,1,free,quite rich,,2507,9,car,0,2007-10-17 00:15:58,231
32,male,1,own,little,moderate,1301,18,radio/TV,0,2008-04-06 22:49:36,498
55,male,2,own,rich,,1413,12,car,0,2007-05-05 06:35:11,209
27,male,2,own,little,little,4020,24,furniture/equipment,0,2008-01-18 13:11:14,31
25,male,1,own,little,little,1138,9,radio/TV,0,2008-05-15 12:11:08,713
40,female,2,own,,,894,10,education,0,2008-06-21 04:16:34,856
39,male,1,own,little,,7228,11,car,0,2007-11-20 19:06:04,48
30,female,2,own,little,little,1620,12,furniture/equipment,0,2007-10-04 18:12:59,441
37,female,2,own,little,,2022,24,car,0,2007-12-17 02:59:23,546
36,male,2,own,,,6304,36,business,0,2007-11-24 14:39:44,266
21,male,1,own,little,little,1289,12,furniture/equipment,0,2007-08-31 14:37:00,587
24,male,1,rent,little,little,1546,24,radio/TV,1,2007-12-13 11:31:17,561
45,male,2,free,,,1300,15,car,0,2008-01-01 20:23:17,609
26,male,2,rent,moderate,,3577,9,car,0,2007-12-07 13:04:37,859
52,male,2,own,quite rich,little,338,6,radio/TV,0,2007-07-13 08:05:52,177
33,male,2,rent,little,rich,2319,21,education,1,2007-05-15 12:17:00,535
29,male,2,own,little,,2743,28,radio/TV,0,2007-08-08 17:47:59,426
53,male,2,own,,,2424,24,radio/TV,0,2007-08-27 01:31:03,16
40,female,2,rent,little,moderate,3001,18,furniture/equipment,0,2007-07-03 13:27:22,369
61,male,3,free,little,moderate,1953,36,business,1,2007-05-13 06:39:55,62
31,female,2,own,little,little,1957,6,radio/TV,0,2007-05-14 14:58:10,393
21,male,2,rent,moderate,moderate,3031,45,radio/TV,1,2007-06-24 02:29:05,194
46,male,3,own,,,6842,24,car,0,2007-06-12 01:12:33,939
25,female,2,own,,moderate,2991,30,radio/TV,0,2008-04-04 05:14:29,912
50,female,1,own,little,rich,1047,6,education,0,2007-09-10 19:04:25,664
33,female,2,own,,moderate,1042,18,car,1,2008-02-26 23:20:58,419
57,female,3,rent,rich,little,1231,24,radio/TV,0,2007-10-01 17:13:22,955
26,female,3,own,little,,10974,36,furniture/equipment,1,2008-02-16 01:02:59,953
22,male,2,own,little,moderate,2039,24,radio/TV,1,2007-05-18 13:28:18,405
24,male,2,own,little,moderate,458,9,radio/TV,0,2007-10-31 20:05:16,39
23,male,1,own,quite rich,moderate,2520,27,radio/TV,1,2008-05-02 09:16:05,966
22,female,1,rent,little,,1258,12,furniture/equipment,0,2007-08-20 00:34:30,797
68,male,2,rent,,,6761,18,car,1,2007-11-14 12:15:04,846
25,male,2,own,,little,8072,30,business,0,2008-05-30 06:04:58,17
28,female,2,own,little,,1817,18,furniture/equipment,0,2007-06-06 19:42:31,920
27,female,0,own,little,little,750,18,education,1,2008-06-26 05:43:30,640
30,male,2,free,quite rich,little,3349,24,furniture/equipment,1,2008-05-11 19:20:05,946
31,male,2,own,,little,6350,30,furniture/equipment,1,2007-06-18 09:15:56,542
24,female,2,free,little,moderate,5743,24,education,0,2007-07-17 12:04:57,340
54,female,0,own,little,,672,6,car,0,2008-06-17 05:11:35,300
26,male,2,own,moderate,,1311,24,radio/TV,0,2007-10-14 12:11:47,533
27,male,2,own,little,little,1053,15,radio/TV,0,2008-04-01 10:42:09,407
54,male,2,free,little,,1597,24,education,0,2007-12-20 14:35:29,800
45,female,1,own,little,rich,3049,18,furniture/equipment,0,2007-12-14 00:46:25,539
23,female,1,own,little,moderate,3573,12,radio/TV,0,2007-11-17 18:41:27,480
22,female,2,rent,little,little,1366,9,radio/TV,1,2007-07-29 13:47:47,922
48,male,2,own,,,5190,27,repairs,0,2007-11-19 21:36:37,65
35,female,2,free,little,little,1198,6,education,1,2007-09-27 05:54:11,711
36,male,2,own,,,6742,30,radio/TV,0,2007-09-29 14:55:00,879
53,female,2,own,little,little,795,12,education,1,2008-01-03 02:38:44,885
30,male,3,own,little,little,1823,24,radio/TV,1,2007-09-14 11:08:27,235
30,male,2,free,moderate,moderate,3069,24,furniture/equipment,0,2007-11-26 15:42:29,959
46,male,3,own,,,7629,48,business,0,2007-09-04 10:12:48,294
45,male,3,own,,,3527,12,car,0,2007-11-08 15:45:20,940
42,female,2,own,little,moderate,3804,36,radio/TV,1,2007-12-23 14:16:07,301
34,male,3,own,little,,6614,36,car,0,2008-02-06 03:50:01,888
37,male,1,own,little,moderate,2118,9,radio/TV,0,2007-05-15 08:47:51,709
26,male,2,own,little,rich,1330,12,car,0,2008-04-14 21:50:27,383
30,male,2,own,little,little,1602,21,car,0,2007-11-02 19:28:39,825
55,male,2,own,little,little,6872,24,furniture/equipment,1,2007-10-29 13:53:53,924
38,male,2,own,,,2751,48,car,0,2007-08-20 22:08:17,787
48,male,2,own,moderate,little,1288,9,repairs,0,2007-06-04 17:04:04,156
26,male,2,own,little,,5117,27,business,0,2007-08-03 08:49:37,202
40,male,3,own,,little,1977,36,education,1,2008-01-23 23:15:50,74
23,male,1,own,little,moderate,1048,10,radio/TV,0,2007-10-07 00:56:05,741
25,male,2,rent,moderate,moderate,1264,15,car,1,2007-12-28 08:38:58,979
55,female,3,free,little,little,2578,12,furniture/equipment,0,2008-05-22 21:01:10,396
40,male,3,own,moderate,,4623,15,education,1,2008-03-29 00:56:50,642
66,male,1,own,quite rich,moderate,766,12,radio/TV,1,2007-10-26 17:35:49,137
61,female,2,own,,,2012,12,education,0,2007-08-03 01:24:22,96
34,female,3,rent,little,moderate,3017,12,furniture/equipment,0,2008-04-21 15:41:30,462
32,male,2,own,,,2978,24,business,0,2008-01-17 07:26:30,223
21,female,2,own,moderate,,10144,60,radio/TV,0,2008-05-23 10:06:59,134
35,female,2,own,little,little,2439,24,radio/TV,1,2008-02-21 23:54:43,862
41,male,2,own,little,little,2712,36,furniture/equipment,1,2007-09-18 10:27:44,822
25,male,0,own,little,little,2473,18,furniture/equipment,1,2008-01-08 09:23:03,364
37,male,1,own,little,moderate,1154,9,radio/TV,0,2008-05-05 08:07:35,957
26,male,2,own,little,little,4788,48,car,0,2008-01-28 02:37:49,286
34,male,3,free,little,little,2910,24,car,0,2008-06-08 14:29:04,322
58,female,1,own,little,little,1755,24,vacation/others,0,2007-11-26 13:20:24,83
27,male,1,own,moderate,,4139,24,business,0,2007-11-17 02:06:41,670
30,female,2,own,rich,,960,15,furniture/equipment,0,2008-03-21 13:26:11,483
31,male,2,own,,rich,3148,24,radio/TV,0,2008-04-06 05:34:53,718
37,male,3,own,,rich,3399,12,radio/TV,0,2008-01-29 15:02:18,361
26,female,2,own,little,rich,3749,24,furniture/equipment,0,2007-06-26 00:14:54,312
32,male,3,own,quite rich,,629,18,radio/TV,0,2008-05-09 09:14:31,710
31,male,2,own,little,little,4817,24,car,1,2007-06-11 00:02:37,454
40,male,1,own,little,little,701,12,radio/TV,0,2007-05-31 08:32:19,126
25,male,2,own,little,moderate,14421,48,business,1,2008-01-11 22:06:07,63
24,female,2,own,,moderate,8487,48,car,0,2007-07-16 05:12:39,130
34,male,2,own,,moderate,2825,24,business,0,2008-06-25 16:49:45,886
20,male,2,rent,,rich,3617,24,furniture/equipment,0,2007-11-17 11:34:02,93
25,female,2,rent,little,moderate,1295,12,car,1,2007-11-07 00:25:47,10
25,male,2,own,,moderate,1484,12,radio/TV,1,2007-06-07 09:33:28,435
31,male,2,own,little,,1393,24,car,0,2007-06-07 22:06:23,758
27,male,2,own,moderate,,2463,24,car,0,2008-04-10 10:53:06,764
26,male,2,rent,little,,3518,6,car,0,2008-05-27 01:02:08,489
40,male,1,own,little,little,1361,6,car,0,2008-02-25 02:24:28,516
35,male,1,own,little,,4679,24,car,0,2008-03-22 11:24:52,469
29,male,2,own,moderate,moderate,2896,24,radio/TV,0,2007-08-14 17:38:07,692
34,female,2,own,little,,4454,36,radio/TV,0,2007-09-11 16:51:03,910
33,female,1,rent,,,2186,15,furniture/equipment,0,2007-09-18 13:32:55,898
53,male,2,own,quite rich,,2835,24,furniture/equipment,0,2007-06-05 11:09:49,6
49,male,1,own,,little,1262,12,furniture/equipment,0,2008-04-20 03:21:49,277
26,male,2,own,little,moderate,1201,24,car,0,2007-05-14 08:35:00,481
47,male,1,own,little,moderate,958,12,car,0,2008-05-02 18:45:00,422
32,male,2,own,quite rich,,2978,6,furniture/equipment,0,2008-01-23 05:06:44,165
28,male,2,own,little,,3595,36,radio/TV,0,2007-12-05 19:39:40,877
44,male,2,own,,,3485,20,car,0,2007-05-14 07:07:56,901
30,male,2,own,little,moderate,639,12,repairs,1,2007-12-28 17:09:43,127
36,male,2,own,,,3079,36,car,0,2008-01-08 05:20:44,370
62,female,2,free,little,,3757,24,car,0,2008-03-01 04:50:15,487
22,female,2,rent,little,little,1858,12,furniture/equipment,0,2008-04-18 04:07:04,623
44,male,1,own,little,moderate,6204,18,repairs,0,2007-10-22 15:20:23,42
23,male,2,rent,little,moderate,1534,12,radio/TV,1,2007-11-21 01:29:50,540
27,male,2,own,little,,2613,36,repairs,0,2007-06-27 15:27:33,225
36,male,2,own,,moderate,2181,30,car,0,2008-02-16 11:53:05,882
24,female,2,own,little,,932,6,radio/TV,0,2007-09-13 16:01:46,102
66,male,3,own,little,rich,1908,30,business,1,2007-07-28 00:00:19,213
32,female,2,own,little,moderate,2528,27,business,0,2007-09-13 02:21:39,704
37,female,2,own,little,little,609,6,car,0,2008-05-24 13:53:33,515
43,male,2,rent,little,little,4843,12,car,1,2007-12-22 16:17:29,668
60,male,2,own,little,little,2246,12,furniture/equipment,1,2007-08-20 06:26:06,589
29,male,2,own,little,moderate,1103,12,radio/TV,0,2007-08-18 17:22:55,696
35,male,2,own,quite rich,little,1680,12,radio/TV,0,2007-11-18 13:44:04,114
34,male,3,own,little,rich,1337,9,radio/TV,1,2008-05-31 13:02:21,720
66,female,1,own,quite rich,moderate,790,9,radio/TV,0,2007-06-20 03:55:15,723
54,female,3,rent,little,,3568,15,radio/TV,0,2007-09-06 08:28:27,967
29,female,2,rent,rich,moderate,7758,24,car,0,2007-11-18 17:39:47,153
41,male,2,own,little,moderate,6361,18,furniture/equipment,0,2008-02-20 16:40:00,659
51,male,2,own,,,3342,36,radio/TV,0,2008-04-06 08:59:43,214
33,male,2,rent,little,little,950,15,car,1,2007-10-21 20:05:21,170
27,male,2,own,quite rich,moderate,2326,15,business,0,2007-07-24 16:51:03,388
27,female,1,own,little,little,3643,15,furniture/equipment,0,2007-05-03 04:28:36,319
23,female,2,rent,,little,1200,12,education,0,2008-04-27 09:08:43,221
25,female,2,rent,,,1283,22,car,0,2007-05-29 19:39:11,382
57,female,1,own,quite rich,rich,1258,24,radio/TV,0,2007-10-15 13:09:24,975
23,male,2,own,,little,900,12,car,1,2008-03-25 11:50:12,661
24,male,1,rent,little,,1768,12,furniture/equipment,0,2008-06-23 15:48:18,122
30,female,2,own,little,,8133,36,car,0,2008-06-03 19:03:00,70
26,female,2,own,little,,3181,24,radio/TV,0,2007-09-25 04:36:51,64
29,male,3,rent,moderate,,1901,24,radio/TV,0,2007-12-14 21:04:17,279
32,male,2,own,little,little,4583,30,furniture/equipment,0,2007-12-20 22:49:41,646
42,male,2,free,,,10477,36,car,0,2007-12-11 03:05:03,902
27,male,2,own,little,little,1657,12,furniture/equipment,0,2007-12-27 05:22:12,260
23,female,3,own,little,rich,1961,18,car,0,2007-09-10 04:53:27,58
44,male,1,own,,little,4716,6,car,0,2008-01-19 00:02:00,693
25,female,2,own,little,little,3509,18,radio/TV,0,2007-11-19 03:46:51,777
24,female,1,own,little,little,626,12,radio/TV,1,2007-05-17 07:07:29,548
47,male,2,free,moderate,moderate,12612,36,education,1,2008-05-15 10:23:25,87
45,male,1,own,,,1287,10,car,0,2007-09-28 04:12:03,297
41,female,1,own,little,moderate,5954,42,business,0,2007-06-22 12:37:14,73
25,male,2,rent,quite rich,moderate,3213,18,radio/TV,0,2007-06-17 09:43:33,342
37,male,2,rent,little,little,3676,6,car,0,2008-06-05 22:58:54,617
38,male,1,own,little,little,2171,12,car,0,2007-12-17 08:22:06,892
42,male,1,own,little,,1544,4,radio/TV,0,2007-11-01 13:50:47,234
31,male,2,own,little,rich,4473,36,radio/TV,0,2007-06-10 17:49:14,328
20,female,2,own,little,moderate,1967,24,radio/TV,0,2007-09-26 04:28:25,410
31,female,2,own,little,,9566,36,radio/TV,0,2008-01-30 16:14:04,57
33,male,1,own,moderate,little,727,12,radio/TV,1,2008-01-25 09:57:15,307
57,female,1,free,little,,2748,12,education,0,2008-01-13 03:11:48,263
29,female,3,own,little,,1412,12,business,0,2007-09-10 07:32:58,85
27,male,2,own,little,,8648,24,business,1,2008-02-13 13:15:39,402
61,male,2,free,,moderate,1239,18,education,0,2008-06-08 08:21:02,360
26,male,3,own,little,,4463,36,radio/TV,1,2007-11-03 11:28:22,357
50,male,2,own,little,,1574,12,furniture/equipment,0,2007-05-19 06:27:51,281
32,male,3,own,little,little,1880,18,radio/TV,0,2007-10-04 05:47:07,644
32,male,1,own,little,,1231,10,car,0,2008-04-21 23:08:19,264
26,male,2,own,little,little,1345,18,radio/TV,1,2008-03-18 11:13:28,819
21,female,2,rent,,,1126,18,radio/TV,0,2008-01-20 13:30:30,386
20,female,1,rent,little,moderate,2718,24,car,1,2008-04-12 12:34:40,593
48,male,2,free,,,9277,24,car,0,2008-05-23 11:15:16,881
31,female,2,rent,,,2901,10,car,0,2008-01-21 10:08:36,767
24,female,2,own,little,moderate,1237,8,furniture/equipment,1,2007-08-07 01:40:33,308
26,female,1,own,little,moderate,1113,18,radio/TV,0,2007-05-24 12:55:23,524
30,female,2,own,little,,1055,18,car,0,2007-06-09 07:06:13,161
23,female,2,own,little,,1943,18,repairs,1,2007-11-29 04:41:50,842
31,male,2,rent,little,little,2302,36,radio/TV,1,2008-01-14 12:37:15,528
35,male,0,own,,moderate,1549,9,car,0,2008-04-24 04:59:48,799
35,male,3,own,little,,7253,33,car,0,2008-04-03 06:25:20,411
48,male,2,own,little,,2134,9,car,0,2007-12-24 16:28:30,20
64,female,2,own,moderate,,1409,13,radio/TV,0,2008-04-24 21:09:58,987
37,male,2,own,little,rich,2100,18,radio/TV,1,2008-05-30 10:15:31,37
46,male,2,own,little,rich,1343,6,car,0,2007-11-09 13:58:15,871
35,male,3,own,little,,3780,18,furniture/equipment,0,2007-06-14 01:02:50,824
47,male,2,own,little,,1393,12,education,0,2007-08-06 05:12:05,635
30,male,2,own,little,,4657,15,car,0,2008-05-16 12:50:30,224
48,female,1,free,moderate,rich,1240,10,car,1,2007-10-24 10:39:34,611
60,female,3,free,moderate,moderate,14782,60,vacation/others,1,2007-06-11 07:08:00,374
38,male,2,own,little,,1924,10,radio/TV,0,2007-10-04 11:09:45,151
55,female,3,own,,rich,1424,12,furniture/equipment,0,2007-12-02 14:39:04,448
45,male,1,own,quite rich,,1750,6,radio/TV,0,2007-05-25 13:59:51,551
65,male,2,free,little,little,2600,18,radio/TV,1,2007-12-16 20:17:19,624
30,male,3,own,little,moderate,4455,36,business,1,2007-07-12 14:08:58,181
33,male,2,own,little,moderate,6403,24,radio/TV,0,2008-04-08 03:24:26,730
29,female,2,own,,,5003,21,car,1,2007-11-29 15:51:45,557
44,male,2,own,moderate,moderate,1804,12,car,0,2007-08-14 09:05:33,23
